program_id,athlete_id,athlete_first_name,athlete_last_name,country,start_number,swim,t1,bike,t2,run,position,total_time,event,host_country
4392,5334,Marko,Albert,EST,4,0 days 00:18:09,0 days 00:00:29,0 days 00:59:12,0 days 00:00:29,0 days 00:35:54,41.0,0 days 01:54:13,beijing_2008,CHN
4392,10966,Christopher,Felgate,ZIM,20,0 days 00:18:21,0 days 00:00:27,0 days 00:59:00,0 days 00:00:32,0 days 00:36:09,42.0,0 days 01:54:31,beijing_2008,CHN
4392,5351,Daniel,Lee Chi Wo,HKG,50,0 days 00:18:54,0 days 00:00:27,0 days 00:58:24,0 days 00:00:31,0 days 00:36:22,43.0,0 days 01:54:39,beijing_2008,CHN
4392,6227,Francisco,Serrano Plowell,MEX,3,0 days 00:18:55,0 days 00:00:26,0 days 00:58:08,0 days 00:00:34,0 days 00:36:42,44.0,0 days 01:54:46,beijing_2008,CHN
4392,5881,Duarte Silva,Marques,POR,53,0 days 00:18:19,0 days 00:00:26,0 days 00:59:05,0 days 00:00:26,0 days 00:36:47,45.0,0 days 01:55:06,beijing_2008,CHN
4392,16881,Daqing,Wang,CHN,56,0 days 00:18:05,0 days 00:00:29,0 days 00:59:15,0 days 00:00:32,0 days 00:37:16,46.0,0 days 01:55:40,beijing_2008,CHN
4392,5357,Csaba,Kuttor,HUN,51,0 days 00:18:09,0 days 00:00:27,0 days 00:59:13,0 days 00:00:36,0 days 00:37:27,47.0,0 days 01:55:53,beijing_2008,CHN
4392,5327,Hirokatsu,Tayama,JPN,5,0 days 00:18:03,0 days 00:00:29,0 days 00:59:12,0 days 00:00:29,0 days 00:37:58,48.0,0 days 01:56:12,beijing_2008,CHN
4392,5759,Omar,Tayara Rodriguez,ESP,48,0 days 00:18:23,0 days 00:00:29,0 days 00:58:55,0 days 00:00:32,0 days 00:38:19,49.0,0 days 01:56:40,beijing_2008,CHN
4392,6496,Colin,Jenkins,CAN,14,0 days 00:18:12,0 days 00:00:29,0 days 00:58:59,0 days 00:00:31,0 days 00:38:39,50.0,0 days 01:56:50,beijing_2008,CHN
8597,7788,Alistair,Brownlee,GBR,30,0 days 00:17:04,0 days 00:00:39,0 days 00:59:08,0 days 00:00:27,0 days 00:29:07,1.0,0 days 01:46:25,london_2012,GBR
8597,5695,Javier,Gomez Noya,ESP,51,0 days 00:17:00,0 days 00:00:36,0 days 00:59:16,0 days 00:00:28,0 days 00:29:16,2.0,0 days 01:46:36,london_2012,GBR
8597,11378,Jonathan,Brownlee,GBR,31,0 days 00:17:02,0 days 00:00:38,0 days 00:59:11,0 days 00:00:28,0 days 00:29:37,3.0,0 days 01:46:56,london_2012,GBR
8597,5718,David,Hauss,FRA,11,0 days 00:17:24,0 days 00:00:38,0 days 00:58:50,0 days 00:00:29,0 days 00:29:53,4.0,0 days 01:47:14,london_2012,GBR
8597,5662,Laurent,Vidal,FRA,14,0 days 00:17:27,0 days 00:00:43,0 days 00:58:42,0 days 00:00:28,0 days 00:30:01,5.0,0 days 01:47:21,london_2012,GBR
8597,5692,Jan,Frodeno,GER,46,0 days 00:17:20,0 days 00:00:46,0 days 00:58:46,0 days 00:00:28,0 days 00:30:06,6.0,0 days 01:47:26,london_2012,GBR
8597,7743,Alexander,Bryukhankov,RUS,25,0 days 00:17:22,0 days 00:00:40,0 days 00:58:51,0 days 00:00:32,0 days 00:30:10,7.0,0 days 01:47:35,london_2012,GBR
8597,5320,Sven,Riederer,SUI,21,0 days 00:17:22,0 days 00:00:39,0 days 00:58:52,0 days 00:00:30,0 days 00:30:23,8.0,0 days 01:47:46,london_2012,GBR
8597,10539,Joao,Silva,POR,17,0 days 00:17:22,0 days 00:00:36,0 days 00:58:54,0 days 00:00:26,0 days 00:30:33,9.0,0 days 01:47:51,london_2012,GBR
8597,11060,Alessandro,Fabian,ITA,35,0 days 00:17:01,0 days 00:00:41,0 days 00:59:10,0 days 00:00:28,0 days 00:30:43,10.0,0 days 01:48:03,london_2012,GBR
8597,11143,Vincent,Luis,FRA,12,0 days 00:17:20,0 days 00:00:38,0 days 00:58:53,0 days 00:00:27,0 days 00:31:00,11.0,0 days 01:48:18,london_2012,GBR
8597,5297,Bevan,Docherty,NZL,54,0 days 00:17:26,0 days 00:00:37,0 days 00:58:51,0 days 00:00:29,0 days 00:31:12,12.0,0 days 01:48:35,london_2012,GBR
8597,5651,Ivan,Vasiliev,RUS,27,0 days 00:17:03,0 days 00:00:46,0 days 00:59:04,0 days 00:00:28,0 days 00:31:22,13.0,0 days 01:48:43,london_2012,GBR
8597,5325,Hunter,Kemper,USA,43,0 days 00:17:25,0 days 00:00:44,0 days 00:58:44,0 days 00:00:33,0 days 00:31:20,14.0,0 days 01:48:46,london_2012,GBR
8597,5296,Kris,Gemmell,NZL,55,0 days 00:17:26,0 days 00:00:37,0 days 00:58:48,0 days 00:00:30,0 days 00:31:31,15.0,0 days 01:48:52,london_2012,GBR
8597,5747,Steffen,Justus,GER,47,0 days 00:18:07,0 days 00:00:42,0 days 00:59:36,0 days 00:00:31,0 days 00:30:16,16.0,0 days 01:49:12,london_2012,GBR
8597,16392,Richard,Murray,NED,19,0 days 00:18:11,0 days 00:00:35,0 days 00:59:38,0 days 00:00:26,0 days 00:30:25,17.0,0 days 01:49:15,london_2012,GBR
8597,5591,Courtney,Atkinson,AUS,39,0 days 00:17:26,0 days 00:00:39,0 days 00:58:48,0 days 00:00:28,0 days 00:31:58,18.0,0 days 01:49:19,london_2012,GBR
8597,11402,Mario,Mola,ESP,52,0 days 00:18:09,0 days 00:00:38,0 days 00:59:40,0 days 00:00:29,0 days 00:30:27,19.0,0 days 01:49:23,london_2012,GBR
8597,5327,Hirokatsu,Tayama,JPN,38,0 days 00:17:24,0 days 00:00:44,0 days 00:58:45,0 days 00:00:34,0 days 00:31:57,20.0,0 days 01:49:24,london_2012,GBR
8597,7747,Dmitry,Polyanskiy,RUS,26,0 days 00:17:14,0 days 00:00:38,0 days 01:00:35,0 days 00:00:29,0 days 00:30:28,21.0,0 days 01:49:24,london_2012,GBR
8597,11092,Richard,Varga,SVK,18,0 days 00:16:56,0 days 00:00:41,0 days 00:59:15,0 days 00:00:30,0 days 00:32:03,22.0,0 days 01:49:25,london_2012,GBR
8597,5942,Gavin,Noble,IRL,7,0 days 00:17:24,0 days 00:00:37,0 days 00:58:50,0 days 00:00:30,0 days 00:32:26,23.0,0 days 01:49:47,london_2012,GBR
8597,7786,Jose Miguel,Perez,ESP,53,0 days 00:18:07,0 days 00:00:40,0 days 00:59:40,0 days 00:00:29,0 days 00:30:57,24.0,0 days 01:49:53,london_2012,GBR
8597,6202,Kyle,Jones,CAN,3,0 days 00:18:31,0 days 00:00:38,0 days 00:59:17,0 days 00:00:29,0 days 00:31:03,25.0,0 days 01:49:58,london_2012,GBR
8597,10166,Simon,De Cuyper,BEL,28,0 days 00:17:58,0 days 00:00:42,0 days 00:59:45,0 days 00:00:25,0 days 00:31:10,26.0,0 days 01:50:00,london_2012,GBR
8597,5348,Brent,McMahon,CAN,4,0 days 00:18:04,0 days 00:00:40,0 days 00:59:40,0 days 00:00:30,0 days 00:31:09,27.0,0 days 01:50:03,london_2012,GBR
8597,7503,Crisanto,Grajales Valencia,MEX,50,0 days 00:18:10,0 days 00:00:38,0 days 00:59:36,0 days 00:00:33,0 days 00:31:11,28.0,0 days 01:50:08,london_2012,GBR
8597,29395,Davide,Uccellari,ITA,36,0 days 00:18:26,0 days 00:00:44,0 days 00:59:16,0 days 00:00:30,0 days 00:31:13,29.0,0 days 01:50:09,london_2012,GBR
8597,6707,Jan,Celustka,CZE,44,0 days 00:17:25,0 days 00:00:40,0 days 00:58:49,0 days 00:00:29,0 days 00:32:54,30.0,0 days 01:50:17,london_2012,GBR
8597,5332,Maik,Petzold,GER,48,0 days 00:17:23,0 days 00:00:42,0 days 00:58:47,0 days 00:00:31,0 days 00:33:00,31.0,0 days 01:50:23,london_2012,GBR
8597,5711,Brad,Kahlefeldt,AUS,40,0 days 00:18:06,0 days 00:00:39,0 days 00:59:40,0 days 00:00:29,0 days 00:31:29,32.0,0 days 01:50:23,london_2012,GBR
8597,11818,Ryan,Sissons,NZL,56,0 days 00:18:05,0 days 00:00:37,0 days 00:59:45,0 days 00:00:29,0 days 00:31:31,33.0,0 days 01:50:27,london_2012,GBR
8597,5345,Tyler,Butterfield,BER,6,0 days 00:18:58,0 days 00:00:38,0 days 00:58:32,0 days 00:00:32,0 days 00:31:52,34.0,0 days 01:50:32,london_2012,GBR
8597,15944,Brendan,Sexton,AUS,41,0 days 00:18:53,0 days 00:00:42,0 days 00:58:51,0 days 00:00:29,0 days 00:31:41,35.0,0 days 01:50:36,london_2012,GBR
8597,5929,Reinaldo,Colucci,BRA,33,0 days 00:18:56,0 days 00:00:41,0 days 00:58:47,0 days 00:00:28,0 days 00:32:07,36.0,0 days 01:50:59,london_2012,GBR
8597,5359,Stuart,Hayes,GBR,32,0 days 00:17:17,0 days 00:00:39,0 days 00:59:04,0 days 00:00:35,0 days 00:33:29,37.0,0 days 01:51:04,london_2012,GBR
8597,15371,Gonzalo Raul,Tellechea,ARG,49,0 days 00:18:59,0 days 00:00:38,0 days 00:58:48,0 days 00:00:31,0 days 00:32:11,38.0,0 days 01:51:07,london_2012,GBR
8597,5657,Ruedi,Wild,SUI,22,0 days 00:18:28,0 days 00:00:42,0 days 00:59:17,0 days 00:00:28,0 days 00:32:15,39.0,0 days 01:51:10,london_2012,GBR
8597,5931,Andreas,Giglmayr,AUT,20,0 days 00:18:57,0 days 00:00:43,0 days 00:58:45,0 days 00:00:28,0 days 00:32:21,40.0,0 days 01:51:14,london_2012,GBR
8597,5823,Bruno,Pais,POR,16,0 days 00:18:57,0 days 00:00:42,0 days 00:58:44,0 days 00:00:29,0 days 00:32:30,41.0,0 days 01:51:22,london_2012,GBR
8597,5331,Danylo,Sapunov,UKR,23,0 days 00:18:08,0 days 00:00:42,0 days 00:59:35,0 days 00:00:29,0 days 00:32:38,42.0,0 days 01:51:32,london_2012,GBR
8597,5742,Yuichi,Hosoda,JPN,37,0 days 00:18:06,0 days 00:00:43,0 days 00:59:37,0 days 00:00:31,0 days 00:32:43,43.0,0 days 01:51:40,london_2012,GBR
8597,9917,Diogo,Sclebin,BRA,34,0 days 00:18:10,0 days 00:00:41,0 days 00:59:36,0 days 00:00:31,0 days 00:32:53,44.0,0 days 01:51:51,london_2012,GBR
8597,6236,Premysl,Svarc,CZE,45,0 days 00:18:08,0 days 00:00:41,0 days 00:59:37,0 days 00:00:29,0 days 00:33:13,45.0,0 days 01:52:08,london_2012,GBR
8597,16884,Faquan,Bai,CHN,2,0 days 00:17:55,0 days 00:00:46,0 days 00:59:46,0 days 00:00:33,0 days 00:33:26,46.0,0 days 01:52:26,london_2012,GBR
8597,5750,Marek,Jaskolka,POL,8,0 days 00:17:58,0 days 00:00:41,0 days 00:59:45,0 days 00:00:29,0 days 00:33:45,47.0,0 days 01:52:38,london_2012,GBR
8597,5620,Leonardo,Chacon,CRC,1,0 days 00:17:24,0 days 00:00:42,0 days 01:00:19,0 days 00:00:32,0 days 00:33:42,48.0,0 days 01:52:39,london_2012,GBR
8597,10938,Hervé,Banti,MON,9,0 days 00:18:55,0 days 00:00:40,0 days 00:58:51,0 days 00:00:32,0 days 00:33:44,49.0,0 days 01:52:42,london_2012,GBR
8597,5644,Felipe,Van De Wyngard,CHI,24,0 days 00:18:53,0 days 00:00:41,0 days 00:58:52,0 days 00:00:33,0 days 00:34:03,50.0,0 days 01:53:02,london_2012,GBR
8597,5864,Manuel,Huerta,PUR,42,0 days 00:18:57,0 days 00:00:39,0 days 00:58:51,0 days 00:00:33,0 days 00:34:39,51.0,0 days 01:53:39,london_2012,GBR
8597,10966,Christopher,Felgate,ZIM,10,0 days 00:18:09,0 days 00:00:43,0 days 00:59:36,0 days 00:00:34,0 days 00:34:51,52.0,0 days 01:53:53,london_2012,GBR
8597,18332,Carlos Javier,Quinchara Forero,COL,29,0 days 00:18:02,0 days 00:00:47,0 days 00:59:37,0 days 00:00:31,0 days 00:35:13,53.0,0 days 01:54:10,london_2012,GBR
8597,6777,Min Ho,Heo,KOR,15,0 days 00:18:02,0 days 00:00:38,0 days 00:59:46,0 days 00:00:28,0 days 00:35:36,54.0,0 days 01:54:30,london_2012,GBR
305290,7788,Alistair,Brownlee,GBR,5,0 days 00:17:24,0 days 00:00:50,0 days 00:55:04,0 days 00:00:34,0 days 00:31:09,1.0,0 days 01:45:01,rio_2016,BRA
305290,11378,Jonathan,Brownlee,GBR,6,0 days 00:17:24,0 days 00:00:50,0 days 00:55:04,0 days 00:00:33,0 days 00:31:16,2.0,0 days 01:45:07,rio_2016,BRA
305290,30433,Henri,Schoeman,RSA,2,0 days 00:17:25,0 days 00:00:53,0 days 00:55:01,0 days 00:00:34,0 days 00:31:50,3.0,0 days 01:45:43,rio_2016,BRA
305290,16392,Richard,Murray,NED,1,0 days 00:18:20,0 days 00:00:46,0 days 00:55:35,0 days 00:00:35,0 days 00:30:34,4.0,0 days 01:45:50,rio_2016,BRA
305290,10536,Joao,Pereira,POR,11,0 days 00:18:03,0 days 00:00:46,0 days 00:55:52,0 days 00:00:33,0 days 00:30:38,5.0,0 days 01:45:52,rio_2016,BRA
305290,40311,Marten,Van Riel,BEL,15,0 days 00:17:27,0 days 00:00:49,0 days 00:55:03,0 days 00:00:34,0 days 00:32:10,6.0,0 days 01:46:03,rio_2016,BRA
305290,11143,Vincent,Luis,FRA,18,0 days 00:17:26,0 days 00:00:48,0 days 00:55:04,0 days 00:00:33,0 days 00:32:21,7.0,0 days 01:46:12,rio_2016,BRA
305290,11402,Mario,Mola,ESP,56,0 days 00:17:37,0 days 00:00:46,0 days 00:56:18,0 days 00:00:33,0 days 00:31:12,8.0,0 days 01:46:26,rio_2016,BRA
305290,10141,Aaron,Royle,AUS,9,0 days 00:17:26,0 days 00:00:48,0 days 00:55:05,0 days 00:00:36,0 days 00:32:47,9.0,0 days 01:46:42,rio_2016,BRA
305290,28500,Ryan,Bailie,AUS,7,0 days 00:17:31,0 days 00:00:49,0 days 00:56:11,0 days 00:00:38,0 days 00:31:53,10.0,0 days 01:47:02,rio_2016,BRA
305290,11092,Richard,Varga,SVK,49,0 days 00:17:18,0 days 00:00:49,0 days 00:55:10,0 days 00:00:34,0 days 00:33:26,11.0,0 days 01:47:17,rio_2016,BRA
305290,7503,Crisanto,Grajales Valencia,MEX,23,0 days 00:17:59,0 days 00:00:50,0 days 00:55:52,0 days 00:00:34,0 days 00:32:13,12.0,0 days 01:47:28,rio_2016,BRA
305290,41322,Kristian,Blummenfelt,NOR,25,0 days 00:17:39,0 days 00:00:49,0 days 00:56:12,0 days 00:00:34,0 days 00:32:17,13.0,0 days 01:47:31,rio_2016,BRA
305290,11060,Alessandro,Fabian,ITA,46,0 days 00:17:22,0 days 00:00:49,0 days 00:55:07,0 days 00:00:40,0 days 00:33:37,14.0,0 days 01:47:35,rio_2016,BRA
305290,49411,Tyler,Mislawchuk,CAN,52,0 days 00:17:31,0 days 00:00:48,0 days 00:56:23,0 days 00:00:35,0 days 00:32:33,15.0,0 days 01:47:50,rio_2016,BRA
305290,11315,Andrea,Salvisberg,SUI,20,0 days 00:17:28,0 days 00:00:46,0 days 00:55:04,0 days 00:00:38,0 days 00:34:00,16.0,0 days 01:47:56,rio_2016,BRA
305290,11818,Ryan,Sissons,NZL,36,0 days 00:17:34,0 days 00:00:48,0 days 00:56:20,0 days 00:00:34,0 days 00:32:45,17.0,0 days 01:48:01,rio_2016,BRA
305290,29442,Fernando,Alarza,ESP,54,0 days 00:18:05,0 days 00:00:51,0 days 00:56:23,0 days 00:00:38,0 days 00:32:11,18.0,0 days 01:48:08,rio_2016,BRA
305290,5320,Sven,Riederer,SUI,19,0 days 00:17:48,0 days 00:00:49,0 days 00:56:03,0 days 00:00:35,0 days 00:33:00,19.0,0 days 01:48:15,rio_2016,BRA
305290,11001,Gábor,Faldum,HUN,26,0 days 00:18:00,0 days 00:00:45,0 days 00:55:56,0 days 00:00:33,0 days 00:33:06,20.0,0 days 01:48:20,rio_2016,BRA
305290,12814,Tony,Dodds,NZL,35,0 days 00:17:31,0 days 00:00:47,0 days 00:56:24,0 days 00:00:36,0 days 00:33:06,21.0,0 days 01:48:24,rio_2016,BRA
305290,6186,Irving,Perez,MEX,24,0 days 00:17:35,0 days 00:00:45,0 days 00:56:21,0 days 00:00:35,0 days 00:33:10,22.0,0 days 01:48:26,rio_2016,BRA
305290,143997,Joe,Maloy,USA,39,0 days 00:18:03,0 days 00:00:50,0 days 00:56:25,0 days 00:00:35,0 days 00:32:37,23.0,0 days 01:48:30,rio_2016,BRA
305290,28201,Ryan,Fisher,AUS,8,0 days 00:18:01,0 days 00:00:48,0 days 00:55:42,0 days 00:00:38,0 days 00:33:25,24.0,0 days 01:48:34,rio_2016,BRA
305290,30249,Pierre,Le Corre,FRA,17,0 days 00:17:28,0 days 00:00:48,0 days 00:57:02,0 days 00:00:35,0 days 00:32:43,25.0,0 days 01:48:36,rio_2016,BRA
305290,10955,Ron,Darmon,ISR,44,0 days 00:18:06,0 days 00:00:47,0 days 00:55:48,0 days 00:00:39,0 days 00:33:21,26.0,0 days 01:48:41,rio_2016,BRA
305290,39908,Vicente,Hernandez,ESP,55,0 days 00:18:10,0 days 00:00:50,0 days 00:55:41,0 days 00:00:35,0 days 00:33:34,27.0,0 days 01:48:50,rio_2016,BRA
305290,30058,Andreas,Schilling,DEN,34,0 days 00:18:11,0 days 00:00:48,0 days 00:55:33,0 days 00:00:38,0 days 00:33:46,28.0,0 days 01:48:56,rio_2016,BRA
305290,17043,Ben,Kanute,USA,38,0 days 00:17:29,0 days 00:00:46,0 days 00:55:03,0 days 00:00:40,0 days 00:35:01,29.0,0 days 01:48:59,rio_2016,BRA
305290,5620,Leonardo,Chacon,CRC,48,0 days 00:18:11,0 days 00:00:48,0 days 00:55:43,0 days 00:00:38,0 days 00:33:46,30.0,0 days 01:49:06,rio_2016,BRA
305290,14181,Igor,Polyanskiy,RUS,32,0 days 00:17:18,0 days 00:00:51,0 days 00:56:32,0 days 00:00:41,0 days 00:33:49,31.0,0 days 01:49:11,rio_2016,BRA
305290,7747,Dmitry,Polyanskiy,RUS,31,0 days 00:17:24,0 days 00:00:49,0 days 00:57:07,0 days 00:00:36,0 days 00:33:30,32.0,0 days 01:49:26,rio_2016,BRA
305290,11408,Tamás,Tóth,HUN,27,0 days 00:17:30,0 days 00:00:47,0 days 00:57:02,0 days 00:00:38,0 days 00:34:05,33.0,0 days 01:50:02,rio_2016,BRA
305290,29395,Davide,Uccellari,ITA,47,0 days 00:17:32,0 days 00:00:51,0 days 00:56:57,0 days 00:00:37,0 days 00:35:09,34.0,0 days 01:51:06,rio_2016,BRA
305290,10539,Joao,Silva,POR,12,0 days 00:18:08,0 days 00:00:49,0 days 00:56:22,0 days 00:00:39,0 days 00:35:35,35.0,0 days 01:51:33,rio_2016,BRA
305290,49390,Dorian,Coninx,FRA,16,0 days 00:17:28,0 days 00:00:52,0 days 00:56:22,0 days 00:00:36,0 days 00:36:32,36.0,0 days 01:51:50,rio_2016,BRA
305290,158264,Greg,Billington,USA,37,0 days 00:18:15,0 days 00:00:49,0 days 00:59:33,0 days 00:00:42,0 days 00:32:45,37.0,0 days 01:52:04,rio_2016,BRA
305290,39974,Jelle,Geens,BEL,14,0 days 00:18:36,0 days 00:00:49,0 days 00:59:14,0 days 00:00:37,0 days 00:32:49,38.0,0 days 01:52:05,rio_2016,BRA
305290,11162,Rostislav,Pevtsov,AZE,51,0 days 00:18:14,0 days 00:00:51,0 days 00:59:32,0 days 00:00:42,0 days 00:32:47,39.0,0 days 01:52:06,rio_2016,BRA
305290,5551,Bryan,Keane,IRL,50,0 days 00:18:10,0 days 00:00:57,0 days 00:59:30,0 days 00:00:41,0 days 00:32:51,40.0,0 days 01:52:09,rio_2016,BRA
305290,9917,Diogo,Sclebin,BRA,45,0 days 00:18:20,0 days 00:00:49,0 days 00:59:29,0 days 00:00:40,0 days 00:33:14,41.0,0 days 01:52:32,rio_2016,BRA
305290,11508,Andrew,Yorke,CAN,53,0 days 00:18:17,0 days 00:00:48,0 days 00:59:10,0 days 00:00:35,0 days 00:33:56,42.0,0 days 01:52:46,rio_2016,BRA
305290,5864,Manuel,Huerta,PUR,33,0 days 00:18:19,0 days 00:00:48,0 days 00:59:30,0 days 00:00:37,0 days 00:34:08,43.0,0 days 01:53:22,rio_2016,BRA
305290,7742,Miguel,Arraiolos,POR,10,0 days 00:18:44,0 days 00:00:50,0 days 00:59:04,0 days 00:00:35,0 days 00:34:22,44.0,0 days 01:53:35,rio_2016,BRA
305290,15371,Gonzalo Raul,Tellechea,ARG,29,0 days 00:18:42,0 days 00:00:49,0 days 00:59:08,0 days 00:00:41,0 days 00:34:23,45.0,0 days 01:53:43,rio_2016,BRA
305290,10842,Lawrence,Fanous,JOR,21,0 days 00:18:16,0 days 00:00:48,0 days 00:59:34,0 days 00:00:40,0 days 00:35:47,46.0,0 days 01:55:05,rio_2016,BRA
305290,11979,Thomas,Springer,AUT,3,0 days 00:19:45,0 days 00:00:49,0 days 00:59:41,0 days 00:00:39,0 days 00:34:20,47.0,0 days 01:55:14,rio_2016,BRA
305290,17069,Luciano,Taccone,ARG,28,0 days 00:19:23,0 days 00:00:55,0 days 00:59:56,0 days 00:00:41,0 days 00:34:35,48.0,0 days 01:55:30,rio_2016,BRA
305290,11333,Ivan,Ivanov,UKR,40,0 days 00:18:58,0 days 00:00:51,0 days 01:00:26,0 days 00:00:43,0 days 00:35:02,49.0,0 days 01:56:00,rio_2016,BRA
305290,16884,Faquan,Bai,CHN,42,0 days 00:17:31,0 days 00:00:49,0 days 00:59:49,0 days 00:00:37,0 days 00:39:22,50.0,0 days 01:58:08,rio_2016,BRA
501764,41322,Kristian,Blummenfelt,NOR,43,0 days 00:18:04,0 days 00:00:39,0 days 00:56:19,0 days 00:00:28,0 days 00:29:34,1.0,0 days 01:45:04,tokyo_2020,JPN
501764,96742,Alex,Yee,GBR,55,0 days 00:18:09,0 days 00:00:38,0 days 00:56:17,0 days 00:00:27,0 days 00:29:44,2.0,0 days 01:45:15,tokyo_2020,JPN
501764,104034,Hayden,Wilde,NZL,2,0 days 00:18:17,0 days 00:00:39,0 days 00:56:07,0 days 00:00:29,0 days 00:29:52,3.0,0 days 01:45:24,tokyo_2020,JPN
501764,40311,Marten,Van Riel,BEL,27,0 days 00:17:45,0 days 00:00:40,0 days 00:56:37,0 days 00:00:29,0 days 00:30:21,4.0,0 days 01:45:52,tokyo_2020,JPN
501764,11378,Jonathan,Brownlee,GBR,54,0 days 00:17:49,0 days 00:00:38,0 days 00:56:38,0 days 00:00:26,0 days 00:30:22,5.0,0 days 01:45:53,tokyo_2020,JPN
501764,18714,Kevin,McDowell,USA,52,0 days 00:18:29,0 days 00:00:37,0 days 00:55:56,0 days 00:00:28,0 days 00:30:24,6.0,0 days 01:45:54,tokyo_2020,JPN
501764,50700,Bence,Bicsák,HUN,18,0 days 00:17:55,0 days 00:00:42,0 days 00:56:26,0 days 00:00:29,0 days 00:30:24,7.0,0 days 01:45:56,tokyo_2020,JPN
501764,47630,Gustav,Iden,NOR,44,0 days 00:18:24,0 days 00:00:39,0 days 00:55:59,0 days 00:00:29,0 days 00:30:29,8.0,0 days 01:46:00,tokyo_2020,JPN
501764,70032,Max,Studer,SUI,47,0 days 00:18:25,0 days 00:00:39,0 days 00:55:59,0 days 00:00:28,0 days 00:30:35,9.0,0 days 01:46:06,tokyo_2020,JPN
501764,11402,Mario,Mola,ESP,22,0 days 00:18:21,0 days 00:00:38,0 days 00:56:06,0 days 00:00:30,0 days 00:30:38,10.0,0 days 01:46:13,tokyo_2020,JPN
501764,76434,Casper,Stornes,NOR,45,0 days 00:17:58,0 days 00:00:42,0 days 00:56:21,0 days 00:00:28,0 days 00:30:50,11.0,0 days 01:46:19,tokyo_2020,JPN
501764,29442,Fernando,Alarza,ESP,20,0 days 00:18:20,0 days 00:00:38,0 days 00:56:09,0 days 00:00:33,0 days 00:30:42,12.0,0 days 01:46:22,tokyo_2020,JPN
501764,11143,Vincent,Luis,FRA,7,0 days 00:17:39,0 days 00:00:39,0 days 00:56:45,0 days 00:00:30,0 days 00:30:51,13.0,0 days 01:46:24,tokyo_2020,JPN
501764,39264,Kenji,Nener,JPN,30,0 days 00:17:51,0 days 00:00:41,0 days 00:56:31,0 days 00:00:28,0 days 00:30:53,14.0,0 days 01:46:24,tokyo_2020,JPN
501764,49411,Tyler,Mislawchuk,CAN,15,0 days 00:17:50,0 days 00:00:39,0 days 00:56:35,0 days 00:00:29,0 days 00:30:55,15.0,0 days 01:46:28,tokyo_2020,JPN
501764,45915,Jacob,Birtwhistle,AUS,10,0 days 00:18:14,0 days 00:00:38,0 days 00:56:11,0 days 00:00:28,0 days 00:31:01,16.0,0 days 01:46:32,tokyo_2020,JPN
501764,49390,Dorian,Coninx,FRA,6,0 days 00:18:04,0 days 00:00:41,0 days 00:56:18,0 days 00:00:30,0 days 00:31:15,17.0,0 days 01:46:48,tokyo_2020,JPN
501764,54985,Tayler,Reid,NZL,1,0 days 00:17:45,0 days 00:00:37,0 days 00:56:40,0 days 00:00:27,0 days 00:31:25,18.0,0 days 01:46:54,tokyo_2020,JPN
501764,63982,Makoto,Odakura,JPN,31,0 days 00:18:21,0 days 00:00:41,0 days 00:56:05,0 days 00:00:30,0 days 00:31:26,19.0,0 days 01:47:03,tokyo_2020,JPN
501764,41870,Shachar,Sagiv,ISR,38,0 days 00:18:12,0 days 00:00:39,0 days 00:56:14,0 days 00:00:28,0 days 00:31:37,20.0,0 days 01:47:10,tokyo_2020,JPN
501764,63162,Léo,Bergere,FRA,5,0 days 00:18:00,0 days 00:00:41,0 days 00:56:22,0 days 00:00:30,0 days 00:31:47,21.0,0 days 01:47:20,tokyo_2020,JPN
501764,11315,Andrea,Salvisberg,SUI,46,0 days 00:18:02,0 days 00:00:40,0 days 00:56:03,0 days 00:00:30,0 days 00:32:10,22.0,0 days 01:47:25,tokyo_2020,JPN
501764,10539,Joao,Silva,POR,25,0 days 00:17:55,0 days 00:00:41,0 days 00:56:30,0 days 00:00:31,0 days 00:31:53,23.0,0 days 01:47:30,tokyo_2020,JPN
501764,80795,Matthew,Hauser,AUS,11,0 days 00:18:07,0 days 00:00:42,0 days 00:56:18,0 days 00:00:29,0 days 00:31:59,24.0,0 days 01:47:35,tokyo_2020,JPN
501764,5695,Javier,Gomez Noya,ESP,21,0 days 00:18:22,0 days 00:00:38,0 days 00:56:05,0 days 00:00:33,0 days 00:32:08,25.0,0 days 01:47:46,tokyo_2020,JPN
501764,10141,Aaron,Royle,AUS,12,0 days 00:18:09,0 days 00:00:41,0 days 00:56:14,0 days 00:00:32,0 days 00:32:21,26.0,0 days 01:47:57,tokyo_2020,JPN
501764,10536,Joao,Pereira,POR,24,0 days 00:17:56,0 days 00:00:38,0 days 00:56:31,0 days 00:00:31,0 days 00:32:27,27.0,0 days 01:48:03,tokyo_2020,JPN
501764,69143,Manoel,Messias,BRA,34,0 days 00:18:37,0 days 00:00:38,0 days 00:57:40,0 days 00:00:33,0 days 00:30:43,28.0,0 days 01:48:11,tokyo_2020,JPN
501764,11408,Tamás,Tóth,HUN,19,0 days 00:18:07,0 days 00:00:40,0 days 00:56:20,0 days 00:00:33,0 days 00:32:39,29.0,0 days 01:48:19,tokyo_2020,JPN
501764,56027,Diego,Moya,CHI,39,0 days 00:17:50,0 days 00:00:42,0 days 00:56:34,0 days 00:00:35,0 days 00:32:48,30.0,0 days 01:48:29,tokyo_2020,JPN
